checkpoint,run,score,player
checkpoint-8,9,37,NN
checkpoint-8,9,36,AGGRESSIVE
checkpoint-8,9,36,GREEDY
checkpoint-8,9,44,DEFENSIVE
checkpoint-8,10,36,NN
checkpoint-8,10,37,AGGRESSIVE
checkpoint-8,10,37,GREEDY
checkpoint-8,10,36,DEFENSIVE
checkpoint-8,11,0,NN
checkpoint-8,11,36,AGGRESSIVE
checkpoint-8,11,0,DEFENSIVE
checkpoint-8,11,0,GREEDY
checkpoint-8,12,0,NN
checkpoint-8,12,36,AGGRESSIVE
checkpoint-8,12,36,GREEDY
checkpoint-8,12,50,DEFENSIVE
checkpoint-8,13,36,DEFENSIVE
checkpoint-8,13,36,GREEDY
checkpoint-8,13,39,NN
checkpoint-8,13,60,AGGRESSIVE
checkpoint-8,14,36,NN
checkpoint-8,14,38,AGGRESSIVE
checkpoint-8,14,37,GREEDY
checkpoint-8,14,37,DEFENSIVE
checkpoint-8,15,36,NN
checkpoint-8,15,36,AGGRESSIVE
checkpoint-8,15,37,GREEDY
checkpoint-8,15,37,DEFENSIVE
checkpoint-8,16,36,NN
checkpoint-8,16,36,AGGRESSIVE
checkpoint-8,16,36,GREEDY
checkpoint-8,16,41,DEFENSIVE
checkpoint-8,17,36,AGGRESSIVE
checkpoint-8,17,53,NN
checkpoint-8,17,36,GREEDY
checkpoint-8,17,36,DEFENSIVE
checkpoint-8,18,36,NN
checkpoint-8,18,38,GREEDY
checkpoint-8,18,37,DEFENSIVE
checkpoint-8,18,59,AGGRESSIVE
checkpoint-8,19,38,AGGRESSIVE
checkpoint-8,19,36,NN
checkpoint-8,19,0,GREEDY
checkpoint-8,19,0,DEFENSIVE
checkpoint-8,20,0,NN
checkpoint-8,20,0,DEFENSIVE
checkpoint-8,20,0,GREEDY
checkpoint-8,21,0,NN
checkpoint-8,21,0,AGGRESSIVE
checkpoint-8,21,0,GREEDY
checkpoint-8,21,0,DEFENSIVE
checkpoint-8,22,0,NN
checkpoint-8,22,0,AGGRESSIVE
checkpoint-8,22,0,GREEDY
checkpoint-8,22,0,DEFENSIVE
checkpoint-8,23,0,NN
checkpoint-8,23,0,AGGRESSIVE
checkpoint-8,23,0,DEFENSIVE
checkpoint-8,23,0,GREEDY
checkpoint-998,0,36,AGGRESSIVE
checkpoint-998,0,36,GREEDY
checkpoint-998,0,42,NN
checkpoint-998,0,51,DEFENSIVE
checkpoint-998,1,36,AGGRESSIVE
checkpoint-998,1,36,NN
checkpoint-998,1,37,GREEDY
checkpoint-998,1,46,DEFENSIVE
checkpoint-998,2,36,AGGRESSIVE
checkpoint-998,2,37,DEFENSIVE
checkpoint-998,2,41,NN
checkpoint-998,2,38,GREEDY
checkpoint-998,3,36,AGGRESSIVE
checkpoint-998,3,39,NN
checkpoint-998,3,36,DEFENSIVE
checkpoint-998,3,44,GREEDY
checkpoint-998,4,37,NN
checkpoint-998,4,36,DEFENSIVE
checkpoint-998,4,38,AGGRESSIVE
checkpoint-998,4,44,GREEDY
checkpoint-998,5,37,GREEDY
checkpoint-998,5,39,DEFENSIVE
checkpoint-998,5,39,NN
checkpoint-998,5,36,AGGRESSIVE
checkpoint-998,6,36,DEFENSIVE
checkpoint-998,6,36,NN
checkpoint-998,6,36,AGGRESSIVE
checkpoint-998,6,43,GREEDY
checkpoint-998,7,36,NN
checkpoint-998,7,36,AGGRESSIVE
checkpoint-998,7,36,GREEDY
checkpoint-998,7,36,DEFENSIVE
checkpoint-998,8,36,GREEDY
checkpoint-998,8,36,NN
checkpoint-998,8,36,AGGRESSIVE
checkpoint-998,8,36,DEFENSIVE
checkpoint-998,9,36,NN
checkpoint-998,9,0,AGGRESSIVE
checkpoint-998,9,0,GREEDY
checkpoint-998,9,0,DEFENSIVE
checkpoint-998,10,0,NN
checkpoint-998,10,0,AGGRESSIVE
checkpoint-998,10,0,GREEDY
